TRANS_DATE,STORE_ID,SKU,PRODUCT_DESC,UNITS_SOLD,UNIT_PRICE,NET_SALES,PROMO_IND
2015-12-30,CA_1,HOUSEHOLD_1_334,Gift Wrap Assortment,6,0.97,5.82,0
2015-12-30,CA_1,HOUSEHOLD_1_447,Paper Towels 6-Roll,15,0.97,14.55,0
2015-12-30,TX_2,FOODS_3_252,Sparkling Water 12-Pack,37,1.58,58.46,0
2015-12-30,TX_2,FOODS_3_586,Frozen Lasagna Family Pack,77,1.68,129.36,0
2015-12-30,TX_2,HOUSEHOLD_1_334,Gift Wrap Assortment,18,0.96,17.28,0
2015-12-30,TX_2,HOUSEHOLD_1_447,Paper Towels 6-Roll,27,0.96,25.92,0
2015-12-31,CA_1,FOODS_3_252,Sparkling Water 12-Pack,26,1.58,41.08,0
2015-12-31,CA_1,FOODS_3_586,Frozen Lasagna Family Pack,36,1.68,60.48,0
2015-12-31,CA_1,HOBBIES_1_048,Craft Paint Set,15,0.48,7.2,0
2015-12-31,CA_1,HOBBIES_1_268,Puzzle 1000-Piece,4,0.48,1.92,0
2015-12-31,CA_1,HOUSEHOLD_1_334,Gift Wrap Assortment,11,0.97,10.67,0
2015-12-31,CA_1,HOUSEHOLD_1_447,Paper Towels 6-Roll,10,0.97,9.7,0
2015-12-31,TX_2,FOODS_3_252,Sparkling Water 12-Pack,59,1.58,93.22,0
2015-12-31,TX_2,FOODS_3_586,Frozen Lasagna Family Pack,91,1.68,152.88,0
2015-12-31,TX_2,HOUSEHOLD_1_334,Gift Wrap Assortment,33,0.96,31.68,0
2015-12-31,TX_2,HOUSEHOLD_1_447,Paper Towels 6-Roll,24,0.96,23.04,0
2016-01-01,CA_1,FOODS_3_252,Sparkling Water 12-Pack,34,1.58,53.72,0
2016-01-01,CA_1,FOODS_3_586,Frozen Lasagna Family Pack,25,1.68,42.0,0
2016-01-01,CA_1,HOBBIES_1_048,Craft Paint Set,25,0.48,12.0,0
2016-01-01,CA_1,HOBBIES_1_268,Puzzle 1000-Piece,3,0.48,1.44,0
2016-01-01,CA_1,HOUSEHOLD_1_334,Gift Wrap Assortment,8,0.97,7.76,0
2016-01-01,CA_1,HOUSEHOLD_1_447,Paper Towels 6-Roll,6,0.97,5.82,0
2016-01-01,TX_2,FOODS_3_252,Sparkling Water 12-Pack,33,1.58,52.14,0
2016-01-01,TX_2,FOODS_3_586,Frozen Lasagna Family Pack,97,1.68,162.96,0
2016-01-01,TX_2,HOUSEHOLD_1_334,Gift Wrap Assortment,10,0.96,9.6,0
2016-01-01,TX_2,HOUSEHOLD_1_447,Paper Towels 6-Roll,12,0.96,11.52,0
2016-01-02,CA_1,FOODS_3_252,Sparkling Water 12-Pack,38,1.58,60.04,0
2016-01-02,CA_1,FOODS_3_586,Frozen Lasagna Family Pack,48,1.68,80.64,0
2016-01-02,CA_1,HOBBIES_1_048,Craft Paint Set,13,0.48,6.24,0
2016-01-02,CA_1,HOBBIES_1_268,Puzzle 1000-Piece,26,0.48,12.48,0
2016-01-02,CA_1,HOUSEHOLD_1_334,Gift Wrap Assortment,24,0.97,23.28,0
2016-01-02,CA_1,HOUSEHOLD_1_447,Paper Towels 6-Roll,11,0.97,10.67,0
2016-01-02,TX_2,FOODS_3_252,Sparkling Water 12-Pack,55,1.58,86.9,0
2016-01-02,TX_2,FOODS_3_586,Frozen Lasagna Family Pack,80,1.68,134.4,0
2016-01-02,TX_2,HOUSEHOLD_1_334,Gift Wrap Assortment,27,0.96,25.92,0
2016-01-02,TX_2,HOUSEHOLD_1_447,Paper Towels 6-Roll,23,0.96,22.08,0
2016-01-03,CA_1,FOODS_3_252,Sparkling Water 12-Pack,32,1.58,50.56,0
2016-01-03,CA_1,FOODS_3_586,Frozen Lasagna Family Pack,29,1.68,48.72,0
2016-01-03,CA_1,HOBBIES_1_048,Craft Paint Set,14,0.48,6.72,0
2016-01-03,CA_1,HOBBIES_1_268,Puzzle 1000-Piece,7,0.48,3.36,0
2016-01-03,CA_1,HOUSEHOLD_1_334,Gift Wrap Assortment,25,0.97,24.25,0
2016-01-03,CA_1,HOUSEHOLD_1_447,Paper Towels 6-Roll,8,0.97,7.76,0
2016-01-03,TX_2,FOODS_3_252,Sparkling Water 12-Pack,44,1.58,69.52,0
2016-01-03,TX_2,FOODS_3_586,Frozen Lasagna Family Pack,84,1.68,141.12,0
2016-01-03,TX_2,HOUSEHOLD_1_334,Gift Wrap Assortment,22,0.96,21.12,0
2016-01-03,TX_2,HOUSEHOLD_1_447,Paper Towels 6-Roll,18,0.96,17.28,0
