TRANS_DATE,STORE_ID,SKU,PRODUCT_DESC,UNITS_SOLD,UNIT_PRICE,NET_SALES,PROMO_IND
2015-10-24,CA_1,HOBBIES_1_048,Craft Paint Set,15,0.48,7.2,0
2015-10-24,CA_1,HOBBIES_1_268,Puzzle 1000-Piece,23,0.48,11.04,0
2015-10-24,CA_1,HOUSEHOLD_1_334,Gift Wrap Assortment,10,0.97,9.7,0
2015-10-24,CA_1,HOUSEHOLD_1_447,Paper Towels 6-Roll,2,0.97,1.94,0
2015-10-24,TX_2,FOODS_3_252,Sparkling Water 12-Pack,69,1.58,109.02,0
2015-10-24,TX_2,FOODS_3_586,Frozen Lasagna Family Pack,97,1.68,162.96,0
2015-10-24,TX_2,HOUSEHOLD_1_334,Gift Wrap Assortment,15,0.96,14.4,0
2015-10-24,TX_2,HOUSEHOLD_1_447,Paper Towels 6-Roll,32,0.96,30.72,0
2015-10-25,CA_1,FOODS_3_252,Sparkling Water 12-Pack,37,1.58,58.46,0
2015-10-25,CA_1,FOODS_3_586,Frozen Lasagna Family Pack,60,1.68,100.8,0
2015-10-25,CA_1,HOBBIES_1_048,Craft Paint Set,17,0.48,8.16,0
2015-10-25,CA_1,HOBBIES_1_268,Puzzle 1000-Piece,6,0.48,2.88,0
2015-10-25,CA_1,HOUSEHOLD_1_334,Gift Wrap Assortment,8,0.97,7.76,0
2015-10-25,CA_1,HOUSEHOLD_1_447,Paper Towels 6-Roll,4,0.97,3.88,0
2015-10-25,TX_2,FOODS_3_252,Sparkling Water 12-Pack,40,1.58,63.2,0
2015-10-25,TX_2,FOODS_3_586,Frozen Lasagna Family Pack,82,1.68,137.76,0
2015-10-25,TX_2,HOUSEHOLD_1_334,Gift Wrap Assortment,9,0.96,8.64,0
2015-10-25,TX_2,HOUSEHOLD_1_447,Paper Towels 6-Roll,25,0.96,24.0,0
