TRANS_DATE,STORE_ID,SKU,PRODUCT_DESC,UNITS_SOLD,UNIT_PRICE,NET_SALES,PROMO_IND
2015-12-03,TX_2,FOODS_3_252,Sparkling Water 12-Pack,54,1.58,85.32,0
2015-12-03,TX_2,FOODS_3_586,Frozen Lasagna Family Pack,94,1.68,157.92,0
2015-12-03,TX_2,HOUSEHOLD_1_334,Gift Wrap Assortment,10,0.96,9.6,0
2015-12-03,TX_2,HOUSEHOLD_1_447,Paper Towels 6-Roll,10,0.96,9.6,0
2015-12-04,CA_1,FOODS_3_252,Sparkling Water 12-Pack,27,1.58,42.66,0
2015-12-04,CA_1,FOODS_3_586,Frozen Lasagna Family Pack,34,1.68,57.12,0
2015-12-04,CA_1,HOBBIES_1_048,Craft Paint Set,1,0.48,0.48,0
2015-12-04,CA_1,HOBBIES_1_268,Puzzle 1000-Piece,7,0.48,3.36,0
2015-12-04,CA_1,HOUSEHOLD_1_334,Gift Wrap Assortment,6,0.97,5.82,0
2015-12-04,CA_1,HOUSEHOLD_1_447,Paper Towels 6-Roll,14,0.87,12.18,1
2015-12-04,TX_2,FOODS_3_252,Sparkling Water 12-Pack,40,1.58,63.2,0
2015-12-04,TX_2,FOODS_3_586,Frozen Lasagna Family Pack,108,1.68,181.44,0
2015-12-04,TX_2,HOUSEHOLD_1_334,Gift Wrap Assortment,11,0.96,10.56,0
2015-12-04,TX_2,HOUSEHOLD_1_447,Paper Towels 6-Roll,17,0.96,16.32,0
2015-12-05,CA_1,FOODS_3_252,Sparkling Water 12-Pack,55,1.58,86.9,0
2015-12-05,CA_1,FOODS_3_586,Frozen Lasagna Family Pack,79,1.68,132.72,0
2015-12-05,CA_1,HOBBIES_1_048,Craft Paint Set,32,0.48,15.36,0
2015-12-05,CA_1,HOBBIES_1_268,Puzzle 1000-Piece,19,0.48,9.12,0
2015-12-05,CA_1,HOUSEHOLD_1_334,Gift Wrap Assortment,12,0.97,11.64,0
2015-12-05,CA_1,HOUSEHOLD_1_447,Paper Towels 6-Roll,20,0.87,17.4,1
2015-12-05,TX_2,FOODS_3_252,Sparkling Water 12-Pack,106,1.58,167.48,0
2015-12-05,TX_2,FOODS_3_586,Frozen Lasagna Family Pack,164,1.68,275.52,0
2015-12-05,TX_2,HOUSEHOLD_1_334,Gift Wrap Assortment,23,0.96,22.08,0
2015-12-05,TX_2,HOUSEHOLD_1_447,Paper Towels 6-Roll,27,0.96,25.92,0
2015-12-06,CA_1,FOODS_3_252,Sparkling Water 12-Pack,49,1.58,77.42,0
2015-12-06,CA_1,FOODS_3_586,Frozen Lasagna Family Pack,78,1.68,131.04,0
2015-12-06,CA_1,HOBBIES_1_048,Craft Paint Set,18,0.48,8.64,0
2015-12-06,CA_1,HOBBIES_1_268,Puzzle 1000-Piece,4,0.48,1.92,0
2015-12-06,CA_1,HOUSEHOLD_1_334,Gift Wrap Assortment,16,0.97,15.52,0
2015-12-06,CA_1,HOUSEHOLD_1_447,Paper Towels 6-Roll,9,0.87,7.83,1
2015-12-06,TX_2,FOODS_3_252,Sparkling Water 12-Pack,83,1.58,131.14,0
2015-12-06,TX_2,FOODS_3_586,Frozen Lasagna Family Pack,117,1.68,196.56,0
2015-12-06,TX_2,HOUSEHOLD_1_334,Gift Wrap Assortment,14,0.96,13.44,0
2015-12-06,TX_2,HOUSEHOLD_1_447,Paper Towels 6-Roll,43,0.96,41.28,0
