TRANS_DATE,STORE_ID,SKU,PRODUCT_DESC,UNITS_SOLD,UNIT_PRICE,NET_SALES,PROMO_IND
2015-12-25,CA_1,FOODS_3_586,Frozen Lasagna Family Pack,0,1.68,0.0,0
2015-12-25,CA_1,HOBBIES_1_048,Craft Paint Set,0,0.48,0.0,0
2015-12-25,CA_1,HOBBIES_1_268,Puzzle 1000-Piece,0,0.48,0.0,0
2015-12-25,CA_1,HOUSEHOLD_1_334,Gift Wrap Assortment,0,0.97,0.0,0
2015-12-25,CA_1,HOUSEHOLD_1_447,Paper Towels 6-Roll,0,0.97,0.0,0
2015-12-25,TX_2,FOODS_3_252,Sparkling Water 12-Pack,0,1.58,0.0,0
2015-12-25,TX_2,FOODS_3_586,Frozen Lasagna Family Pack,0,1.68,0.0,0
2015-12-25,TX_2,HOUSEHOLD_1_334,Gift Wrap Assortment,0,0.96,0.0,0
2015-12-25,TX_2,HOUSEHOLD_1_447,Paper Towels 6-Roll,0,0.96,0.0,0
2015-12-26,CA_1,FOODS_3_252,Sparkling Water 12-Pack,42,1.58,66.36,0
2015-12-26,CA_1,FOODS_3_586,Frozen Lasagna Family Pack,37,1.68,62.16,0
2015-12-26,CA_1,HOBBIES_1_048,Craft Paint Set,5,0.48,2.4,0
2015-12-26,CA_1,HOBBIES_1_268,Puzzle 1000-Piece,11,0.48,5.28,0
2015-12-26,CA_1,HOUSEHOLD_1_334,Gift Wrap Assortment,12,0.97,11.64,0
2015-12-26,CA_1,HOUSEHOLD_1_447,Paper Towels 6-Roll,5,0.97,4.85,0
2015-12-26,TX_2,FOODS_3_252,Sparkling Water 12-Pack,81,1.58,127.98,0
2015-12-26,TX_2,FOODS_3_586,Frozen Lasagna Family Pack,111,1.68,186.48,0
2015-12-26,TX_2,HOUSEHOLD_1_334,Gift Wrap Assortment,44,0.96,42.24,0
2015-12-26,TX_2,HOUSEHOLD_1_447,Paper Towels 6-Roll,38,0.96,36.48,0
2015-12-27,CA_1,FOODS_3_252,Sparkling Water 12-Pack,36,1.58,56.88,0
2015-12-27,CA_1,FOODS_3_586,Frozen Lasagna Family Pack,44,1.68,73.92,0
2015-12-27,CA_1,HOBBIES_1_048,Craft Paint Set,16,0.48,7.68,0
2015-12-27,CA_1,HOBBIES_1_268,Puzzle 1000-Piece,2,0.48,0.96,0
2015-12-27,CA_1,HOUSEHOLD_1_334,Gift Wrap Assortment,7,0.97,6.79,0
2015-12-27,CA_1,HOUSEHOLD_1_447,Paper Towels 6-Roll,7,0.97,6.79,0
2015-12-27,TX_2,FOODS_3_252,Sparkling Water 12-Pack,35,1.58,55.3,0
2015-12-27,TX_2,FOODS_3_586,Frozen Lasagna Family Pack,86,1.68,144.48,0
2015-12-27,TX_2,HOUSEHOLD_1_334,Gift Wrap Assortment,38,0.96,36.48,0
2015-12-27,TX_2,HOUSEHOLD_1_447,Paper Towels 6-Roll,46,0.96,44.16,0
