TRANS_DATE,STORE_ID,SKU,PRODUCT_DESC,UNITS_SOLD,UNIT_PRICE,NET_SALES,PROMO_IND
2015-11-06,CA_1,HOUSEHOLD_1_334,Gift Wrap Assortment,6,0.97,5.82,0
2015-11-06,CA_1,HOUSEHOLD_1_447,Paper Towels 6-Roll,18,0.97,17.46,0
2015-11-06,TX_2,FOODS_3_252,Sparkling Water 12-Pack,101,1.26,127.26,1
2015-11-06,TX_2,FOODS_3_586,Frozen Lasagna Family Pack,95,1.68,159.6,0
2015-11-06,TX_2,HOUSEHOLD_1_334,Gift Wrap Assortment,16,0.96,15.36,0
2015-11-06,TX_2,HOUSEHOLD_1_447,Paper Towels 6-Roll,20,0.96,19.2,0
2015-11-07,CA_1,FOODS_3_252,Sparkling Water 12-Pack,51,1.58,80.58,0
2015-11-07,CA_1,FOODS_3_586,Frozen Lasagna Family Pack,55,1.68,92.4,0
2015-11-07,CA_1,HOBBIES_1_048,Craft Paint Set,8,0.48,3.84,0
2015-11-07,CA_1,HOBBIES_1_268,Puzzle 1000-Piece,20,0.36,7.2,1
2015-11-07,CA_1,HOUSEHOLD_1_334,Gift Wrap Assortment,12,0.97,11.64,0
2015-11-07,CA_1,HOUSEHOLD_1_447,Paper Towels 6-Roll,8,0.97,7.76,0
2015-11-07,TX_2,FOODS_3_252,Sparkling Water 12-Pack,106,1.26,133.56,1
2015-11-07,TX_2,FOODS_3_586,Frozen Lasagna Family Pack,105,1.68,176.4,0
2015-11-07,TX_2,HOUSEHOLD_1_334,Gift Wrap Assortment,15,0.96,14.4,0
2015-11-07,TX_2,HOUSEHOLD_1_447,Paper Towels 6-Roll,32,0.96,30.72,0
2015-11-08,CA_1,FOODS_3_252,Sparkling Water 12-Pack,45,1.58,71.1,0
2015-11-08,CA_1,FOODS_3_586,Frozen Lasagna Family Pack,46,1.68,77.28,0
2015-11-08,CA_1,HOBBIES_1_048,Craft Paint Set,14,0.48,6.72,0
2015-11-08,CA_1,HOBBIES_1_268,Puzzle 1000-Piece,8,0.36,2.88,1
2015-11-08,CA_1,HOUSEHOLD_1_334,Gift Wrap Assortment,13,0.97,12.61,0
2015-11-08,CA_1,HOUSEHOLD_1_447,Paper Towels 6-Roll,10,0.97,9.7,0
2015-11-08,TX_2,FOODS_3_252,Sparkling Water 12-Pack,93,1.26,117.18,1
2015-11-08,TX_2,FOODS_3_586,Frozen Lasagna Family Pack,108,1.68,181.44,0
2015-11-08,TX_2,HOUSEHOLD_1_334,Gift Wrap Assortment,22,0.96,21.12,0
2015-11-08,TX_2,HOUSEHOLD_1_447,Paper Towels 6-Roll,33,0.96,31.68,0
